unidade;data;texto
5àsec Mooca;20/12/18 17:02;Q4 : Quando retirei as peças fui verificar e  uma delas estava c uma mancha no punho , questionei c a atendente , ela informou  q era um produto da limpeza q não tinha sido retirado , no mesmo momento resolveu e tirou o produto, ok, porém o controle de qualidade quando a peça está pronta , não houve . Apenas isso eu gostaria de falar , demais foi muito bom , obrigada .
5àsec Santa Cecilia;20/12/18 16:32;Q2 : Ótimo atendimento e a qualidade na limpeza do produto. | Q4 : Continuem como estão. Não vou com frequência mas todos as vezes fiquei extremamente satisfeita.
5àsec Regente Feijo;20/12/18 15:32;Q2 : Pontualidade
5àsec Pastorinho;20/12/18 14:59;Q2 : Ótimo atendimento ( a funcionária Eliane está de parabéns!). E ótimo serviço! | Q4 : Está tudo ótimo.
5àsec Av. Santa Ines;20/12/18 14:55;Q2 : Atendimento e agilidade | Q4 : -
5àsec Shopping Plaza Sul;20/12/18 14:54;Q2 : atendimento de qualidade  | Q4 : por enquanto tudo ótimo
5àsec Parque Shopping Barueri;20/12/18 14:53;Q4 : Preço
5àsec Vila Mascote;20/12/18 14:52;Q2 : Não tiraram todas as manchas de uma das peças.
5àsec Vila Nova Conceição II;20/12/18 14:51;
5àsec Wal Mart Osasco;20/12/18 14:44;
5àsec Vila Mascote;20/12/18 14:41;Q2 : Péssimo atendimento. A lavagem não foi realizada, conforme contratada.
5àsec Oscar Freire;20/12/18 14:41;Q2 : Rapidez
5àsec Interlagos Autodromo;20/12/18 02:05;Q2 : gostei muito poderia melhorar os preços (mais baixos) | Q4 : alguns descontos, promoções, preços mais baixos
5àsec Penha;20/12/18 01:52;
5àsec Jardim Marajoara 2 Posto Shell;19/12/18 23:50;
5àsec Guarulhos Parque Shopping Maia;19/12/18 22:54;Q2 : Os preços acho um pouco salgado  | Q4 : Gosto muito de tudo o que pega mesmo é o preço.
5àsec Wal Mart Pacaembu;19/12/18 21:53;
5àsec George V Alto De Pinheiros;19/12/18 21:26;
5àsec Rua Da Mooca;19/12/18 21:14;Q2 : Respeito ao cliente
5àsec Jardim Marajoara;19/12/18 19:55;
5àsec Campinas Sousas;19/12/18 18:14;Q2 : Bom atendimento,  excelente serviço e dentro do prazo.
5àsec Penha;19/12/18 17:38;
5àsec Vila Guilherme;19/12/18 16:26;Q4 : Eu havia pedido entrega em casa. Eles tiveram problemas com o entregador e atrasaram a entrega, mas ligaram para reagendar. A funcionária foi muito atenciosa. Apesar do problema, ela soube contornar bem a situação.
5àsec Shopping Center Norte;19/12/18 15:15;Q2 : Nao estava disponível na data que vcs me deram, nao entregaram na data combinada  | Q4 : Cumprirem o que se predispõe
5àsec Indianopolis;19/12/18 15:06;Q2 : Porque sim | Q4 : Mudar a loja pra perto da minha residencia(rs)
5àsec Paes De Barros;19/12/18 14:57;
5àsec Guarulhos Timoteo Penteado;19/12/18 04:12;Q2 : Excelente atendimento. Serviço impecável, porém um pouco caro. | Q4 : Apenas achei os preços um pouco altos, mas dentro do preço de mercado.
5àsec Alfonso Bovero;19/12/18 04:03;Q2 : Três peças de roupa sumiram.
5àsec Guarulhos;18/12/18 23:10;Q2 : At
5àsec Schilling;18/12/18 23:06;Q2 : Ótimo atendimento
5àsec Shopping Penha;18/12/18 21:45;Q2 : Sempre fui muito bem atendida e o serviço de vocês e muito eficiente. | Q4 : Tudo e otimo.
5àsec Jardim Marajoara;18/12/18 21:31;Q2 : Atendimento pontualidade. Qualidade serviço
5àsec Portal Do Morumbi;18/12/18 21:24;Q2 : Atendimento  | Q4 : Preços
5àsec Aclimaçao;18/12/18 20:17;Q2 : Atendimento
5àsec Interlagos Sonda;18/12/18 20:07;"Q2 : Ótimo atendimento.
 | Q4 : Mais agilidade na entrega."
5àsec Vila Guilherme;18/12/18 19:39;
5àsec Shopping Market Place;18/12/18 19:17;Q2 : Rapidez e amabilidade dos empregados | Q4 : Não se
5àsec Berrini;18/12/18 18:37;Q2 : ótimo atendimento
5àsec Paraiso;18/12/18 18:33;Q2 : atendimento ótimo e serviços ótimos  | Q4 : por enquanto nada
5àsec Nestor Pestana;18/12/18 18:22;Q2 : Ótimo atendimento  | Q4 : Mts roupas sao novas e elas colocam na nota ‘ manchas sem garantia. Parecem q fazem de propósito para q o cliente n reclame.
5àsec Campo Belo;18/12/18 18:10;Q2 : ATENDIMENTO | Q4 : PREÇO
5àsec Loefgreen;18/12/18 17:53;Q2 : Perda de uma das peças que deixei na lavanderia. A funcionária respondeu que havia sido entregue “porque a segurança de vcs era o tíquete”! Encontraram, depois, a peça na loja.  | Q4 : Não referir ao cliente, apenas,  a responsabilidade sobre o possível extravio de uma peça.
5àsec Aclimaçao;18/12/18 17:44;Q4 : Mais pessoas atendendo  no balcão, para que a espera não seja demorada.
5àsec Ministro Rocha Azevedo;18/12/18 17:42;Q2 : Qualidade do serviço e atendimento
5àsec Penha;18/12/18 16:52;
5àsec Carrefour Vila Maria;18/12/18 16:36;Q2 : Pela atendente educação sorriso | Q4 : Abaixar  um pouco preocupado os RS
5àsec Colinas Sao Francisco;18/12/18 15:43;Q4 : Problemas de estacionamento. O prazo de 10 minutos de tolerância é muito curto | Q2 : Estou satisfeito com o serviço prestado
5àsec Sun Shopping Carrao;18/12/18 15:18;
5àsec Extra Morumbi;18/12/18 15:17;Q2 : LOCALIDADE , ATENÇÃO  | Q4 : TUDO ÓTIMO! GOSTO MUITO !
5àsec Interlagos Sonda;18/12/18 15:16;Q2 : Ótimo atendimento
5àsec Cursino;18/12/18 15:16;Q2 : Bom atendimento e conseguiu retirar as manchas das roupas.
5àsec Posto Avançado Extra Brigadeiro;18/12/18 15:09;Q2 : Sempre muito bem stendida pela Cida
5àsec Alphaville;18/12/18 15:06;
5àsec Diogo De Faria;18/12/18 15:03;Q2 : Gosto do atendimento das funcionárias. | Q4 : Mantenha como está.
5àsec Moema Lavandisca;18/12/18 14:51;Q2 : E que está tendo uma promoção no qual...falei a atendente sobre o cupom e ela simplesmente já entreguei e não lembro do fato | Q4 : Agilidade no serviço ... necessário mais funcionárias
5àsec Ibirapuera;18/12/18 14:49;Q2 : Serviço e atendimento ótimos.
5àsec Alphaville;18/12/18 14:45;Q2 : Perderam minha roupa rs... demoraram 40 minutos para encontrar!  | Q4 : Eu acredito que a moça se confundiu de alguma forma, eu tinha um evento para participar e acabei me atrasando porque minha roupa foi parar em outra dimensão e demoraram muito para encontrar.
5àsec Interlagos Sonda;18/12/18 14:40;Q2 : Acho que demorou um pouco para ficar pronto o serviço. Porém tem bom atendimento.  | Q4 : O prazo de entrega.
5àsec Avenida Atlantica;18/12/18 14:37;Q2 : Educação e atendimento
5àsec Vargem Grande Paulista;18/12/18 14:36;Q2 : Mandei um terno para lavar e a camisa veio faltando um botão.  | Q4 : Prestar mais atenção,  pois minha camisa estava faltando um botão, e quando levei para lavanderia a mesma estava com todos os botões.
5àsec Planalto Paulista;18/12/18 14:36;Q2 : Meu cunhado teve um zíper quebrado e a lavanderia não assumiu a responsabilidade.  | Q4 : Cuidado com as peças.
5àsec Jardim Aeroporto;18/12/18 14:33;
5àsec Tatuape;18/12/18 14:30;Q2 : Atendimento | Q4 : P- mim está tudo  certo, nada acrescentar
5àsec Paraiso;18/12/18 14:30;Q2 : Bom atendimento, entrega e a lavagem.
5àsec Cambuci;18/12/18 14:30;Q2 : Atendimento e preço
5àsec Cursino;18/12/18 14:30;
5àsec Santa Cruz;18/12/18 14:30;Q2 : Bom atendimento da Adriana e pontualidade.
5àsec Vila Guilherme;18/12/18 14:28;
5àsec Aclimaçao;18/12/18 14:28;Q2 : Uma blusa feminina voltou com manchas e marcas no tecido que inviabilizam sua utilização. O funcionário alegou que a blusa já estava desse jeito no momento do recebimento. Entretanto, o recibo da blusa não possui nenhuma observação (manchas ou tecido gasto, ou algo desse tipo). Quando retirei a blusa, fiz a reclamação, mas não houve nenhuma ação por parte dos funcionários para resolver o problema. Fui cobrado da lavagem e minha esposa ficou com uma blusa sem condição de uso (valor aprox. da blusa R$ 500,00).  | Q4 : Tomar providências em relação ao ocorrido.
5àsec Pio Xi;18/12/18 14:25;Q2 : bom atendimento
5àsec Aclimaçao;18/12/18 14:24;Q2 : Atendimento e serviços excelentes.
5àsec Panamby;18/12/18 14:22;Q2 : Uma camiseta foi estragada provavelmente no processo de passadoria | Q4 : Ao minimo o valor cortesia equivalente ao quebpaguei na camiseta que foi danificada
5àsec Vitoria Da Conquista;18/12/18 14:22;Q2 : Muito bem atendido | Q4 : Até o momento não tenho nada a queixar.
5àsec Alameda Santos;18/12/18 14:22;Q2 : A equipe de atendimento é exemplar. A acolhida amigável e o interesse em melhor atender nossas necessidades, enquanto clientes! | Q4 : Um programa de pontuação e incentivos
5àsec Casa Verde;18/12/18 14:17;Q2 : Excelente atendimento e resultado | Q4 : Nada
5àsec Penha;18/12/18 14:17;Q2 : Sempre o serviço é de ponta! | Q4 : Nada!
5àsec Diogo De Faria;18/12/18 14:15;Q2 : Qualidade no atendimento e serviço.
5àsec Campinas Sousas;18/12/18 14:15;Q2 : Atendimento excelente e qualidade da limpeza e passadoria das roupas  | Q4 : Conceder o desconto habitual também quando o motorista retira as roupas em casa, e não somente quando eu deixo pessoalmente na loja.
5àsec Metro Conceiçao;18/12/18 14:08;Q2 : Peço não cumprido. Funcionária mal educada.
5àsec Ministro Rocha Azevedo;18/12/18 14:08;Q2 : Precisão e eficiência
5àsec Nestor Pestana;18/12/18 12:55;Q2 : Atendimento e qualidade do serviço.
5àsec Aclimaçao;18/12/18 11:53;Q2 : Cheguei na loja, falo bom dia, ninguem responde parece que não tem ninguem. | Q4 : Pessoal ser mais cordial,  bom dia, boa tarde, obrigado,  não custa nada e o cliente fica contente.
5àsec Shopping Analia Franco;18/12/18 01:08;
5àsec Pinheiros;18/12/18 00:59;
5àsec Shopping Penha;17/12/18 23:15;Q2 : Primeiro de Tudo o Atendimento da Funcionária,  depois as cpisar que deixei voltaram impecáveis e a Segurança e Confiança na Empresa | Q4 : Ter mais promoções!
5àsec Centro Empresarial;17/12/18 21:28;Q2 : Qualidade no atendimento, entrega no prazo.
5àsec Aclimaçao;17/12/18 20:00;Q2 : A roupa n?o estava pronta no dia e hora marcados. | Q4 : Que avisem caso a roupa n?o esteja pronta.
5àsec Colinas Sao Francisco;17/12/18 20:00;Q2 : Ótimo atendimento
5àsec Oscar Freire;17/12/18 19:24;Q2 : Prometeram enviar a nota fiscal e até o momento nada, perdi o prazo para realizar o reembolso perante a empresa | Q4 : Nao realizar promessas que não vao cumprir, eu poderia ter esperado a nota ser impressa, mas me garantiram que enviariam por email
5àsec Mergenthaler;17/12/18 19:20;Q2 : Excelente atendimento.
5àsec Jardim Avelino;17/12/18 19:18;Q4 : muito satisfeito (mas poderiam criar um bonus de desconto)
5àsec Jardim Marajoara 2 Posto Shell;17/12/18 17:48;Q2 : atraso na entrega do produto
5àsec Vila Nova Concei?Ao I;17/12/18 17:47;Q2 : Ótimo atendimento, em especial a Edilania!
5àsec Nestor Pestana;17/12/18 17:47;Q4 : alguns funcionários deveria agradecer por eu ter usado - comprado os serviços da 5a sec. | Q2 : o funcionário pos as roupas no suporte e não deu na minha mão para pegar e nem agradeceu por ter pago pelo serviço
5àsec Aclimaçao;17/12/18 15:12;Q2 : Thiytjyjyttyumgjjhobtehurfy a uuvinti | Q4 : tarde de hjjnuhepvvrygheeacjhczure xst
5àsec Shopping Boulevard Tatuapé;17/12/18 14:52;Q2 : Não tiraram  macha da minhas roupas....decepção  | Q4 : Só lavaram minha roupa...nem amaciante colocaram...não tiraram manchas....decepção
5àsec Vila Beatriz;17/12/18 14:51;"Q2 : Oill
tem um bom atendimento entrega no tempo certo"
5àsec Butantã Shopping;17/12/18 14:49;Q2 : Bom serviço
5àsec Wal Mart Pacaembu;17/12/18 14:13;Q2 : Serviço satisfatorio | Q4 : Embalagem em um saco ou sacola p poder carregar
5àsec Wal Mart Pacaembu;17/12/18 14:11;Q2 : Serviços e atendimento de primeira. Super indico | Q4 : Continuem assim
5àsec Analia Franco;17/12/18 12:58;Q2 : sempre sou muito bem atendida
5àsec Extra Itaim;17/12/18 11:51;Q2 : Ótimo
5àsec Shopping Jardim Sul;17/12/18 11:39;Q4 : O preço
5àsec Guarulhos Tiradentes;17/12/18 11:22;
5àsec Butantã Shopping;17/12/18 01:11;
5àsec Schilling;17/12/18 00:49;Q2 : Atendimento, serviço, pontualidade
5àsec Planalto Paulista;17/12/18 00:15;Q2 : Pelo ótimo atendimento, e agilidade na hora entrega.
5àsec Vila Beatriz;16/12/18 23:38;
5àsec Campo Belo;16/12/18 22:50;Q2 : Bom atendimento e qualidade serviços
5àsec Oscar Freire;16/12/18 21:46;
5àsec Shopping Boulevard Tatuapé;16/12/18 21:06;Q2 : Bom atendimento
5àsec Mooca;16/12/18 20:44;Q2 : Atendimento
5àsec Colinas Sao Francisco;16/12/18 20:11;
5àsec Rua Da Mooca;16/12/18 18:18;Q2 : Excelente atendimento
5àsec Interlagos Autodromo;16/12/18 17:55;Q2 : Exelente atendimento e servico prestado
5àsec Moema Indios;16/12/18 16:18;Q2 : Serviço correto | Q4 : Nada
5àsec Carrefour Vila Maria;16/12/18 15:56;Q2 : Bom  atendimrnto.
5àsec Pinheiros;16/12/18 15:50;
5àsec Regente Feijo;16/12/18 15:41;Q2 : Ótimo serviço
5àsec Shopping Market Place;16/12/18 15:39;Q4 : Na compra dos pacotes é preciso informar que te m prazo para uso!!! Isto é fundamental para que o cliente não seja prejudicado
5àsec Berrini;16/12/18 15:15;"Q2 : Olá! Em 10-12-18 levei um vestido longo marrom (muito delicado) para ser lavado na 5a Sec do endereço Praça Gen. Gentil Falcão, 53 - Brooklin Novo - SP, porém quando retirei ele no 13-12 percebi que ele voltou rasgado da lavagem! Quando questionei a funcionária “CECI” (que se disse responsável pela franquia) a mesma alegou não saber o que poderia ter ocorrido e disse que não poderia fazer NADA a respeito! Esse vestido me custou R$ 139,90 e eu NÃO ADMITO recebê-lo de volta rasgado! O erro foi da franquia da 5a Sec que provavelmente jogou ele em uma máquina de lavar de qualquer jeito !! EU QUERO A RESTITUIÇÃO DO VALOR PAGO NO VESTIDO E NA LAVAGEM (que foi R$ 37,00)!! Eu não aceito ser lesada pela incompetência das pessoas que trabalham lá!! As notas fiscais estão em anexo! 

Thamara Caldeiram
(11) 97158-0699
thamara.caldeiram@hotmail.com

Aguardo retorno!! 
Obrigada | Q4 : Devolvam o meu dinheiro !!"
5àsec Diogo De Faria;16/12/18 15:07;
5àsec Penha;16/12/18 15:03;
5àsec Oscar Freire;16/12/18 14:59;
5àsec Alphaville;16/12/18 14:58;Q4 : Usar o  SMS ou WhatsAPP para registrar o recebimento do serviço e tb para avisar quando a peça estiver pronta para retirada. Ao invez de usar a impressão da Nota de Serviço + ´plastiquinho´, evitariam o custo e proporcionariam praticidade para o cliente. Eu nunca sei onde coloco o plastico com a nota de serviço. Acabo colocando a data da retirada no meu calendario do outlook.
5àsec Brooklin Paulista;16/12/18 14:42;Q2 : Lavagem de couro excelente! | Q4 : Copo de água
5àsec Moema Lavandisca;16/12/18 11:05;Q2 : Porque adoro a funcionária q atende e o serviço final é ótimo!
5àsec Metro Conceiçao;16/12/18 03:07;
5àsec Mergenthaler;16/12/18 00:52;"Q2 : Não indico mais porque a qualidade do serviço caiu muito, sem falar no delivery que está péssimo.
Recentemente deixei um vestido de festa pra lavar, esqueceram de vir me entregar...passado alguns dias fui buscar e o vestido estava com todas as manchas de sujeira. Tive que deixar pra lavarem novamente.
Depois liguei pra virem buscar uma camisa e nunca vieram.
Achei que era uma falava pontual e pedi para retirarem ternos e camisa...de novo ninguém veio.
Levei pessoalmente e pedi para entregarem após a lavagem...claro que não entregaram e após 2 meses eu mesma fui buscar.
As atendentes são altamente educadas mas as reclamações estão sendo todas direcionadas a elas que não tem culpa alguma.
Espero que o dono desta franquia  fique atento para o alto nível de insatisfação dos usuários.
Duas ou três vezes que estive lá, encontrei outros clientes reclamando.
Estou a disposição."
5àsec Rua Da Mooca;16/12/18 00:26;
5àsec Alfonso Bovero;15/12/18 23:40;Q2 : Estou satisfeita
5àsec Avenida Atlantica;15/12/18 22:46;Q2 : Simpatia,rapidez,profissionalismo, honesto, cumpridos os serviços e datas | Q4 : Nada
5àsec Schilling;15/12/18 22:41;
5àsec Interlagos Autodromo;15/12/18 21:49;
5àsec Interlagos Autodromo;15/12/18 21:20;Q2 : Atendimento muito bom
5àsec Ministro Rocha Azevedo;15/12/18 19:42;Q2 : Nota 10
5àsec Perdizes;15/12/18 19:12;Q2 : Preço  | Q4 : Não consegui fazer meu cadastro no site dos 50 anos fiquei frustada
5àsec Wal Mart Osasco;15/12/18 18:55;
5àsec Extra Raposo Tavares;15/12/18 18:54;Q4 : eu particularmente acho tudo perfeito
5àsec Mergenthaler;15/12/18 18:52;Q2 : Excelente qualidade | Q4 : Ar condicionado! A porta aberta e as funcionárias passando um calor imenso! Super desagradável
5àsec Portal Do Morumbi;15/12/18 18:10;Q2 : Pq 10 seria a perfeição.  | Q4 : Nada no momento só aperfeiçoar o que existe
5àsec Vila Mariana Klabin;15/12/18 17:54;
5àsec Tatuape;15/12/18 17:17;Q2 : Otimo atendimento pessoas sorridentes e ducadas | Q4 : Desconto
5àsec Interlagos Autodromo;15/12/18 15:08;Q2 : Bom atendimento | Q4 : Está satisfatorio
5àsec Carrefour Aricanduva;15/12/18 15:01;Q2 : Atendimento excelente  | Q4 : Tempo de entrega
5àsec Santana;15/12/18 14:56;
5àsec Casa Verde;15/12/18 14:45;Q2 : Excelente serviço
5àsec Regente Feijo;15/12/18 01:08;Q2 : Atendimento  muito rápido. | Q4 : Nada.otima lavanderia
5àsec Vila Guilherme;15/12/18 00:54;Q2 : muito bom atendimento | Q4 : não tenho opnião
5àsec Jardim Avelino;15/12/18 00:29;Q2 : Pontualidade bom atendimento  | Q4 : Se continuar assim está ótimo
5àsec Bela Vista Competition;14/12/18 19:46;Q2 : Ótimo atendimento, prazo de entrega e qualidade da lavagem.
5àsec Berrini;14/12/18 17:20;Q2 : Não resolveram o problema. | Q4 : Não haverá próxima visita.
5àsec Extra Raposo Tavares;14/12/18 17:20;Q2 : normal | Q4 : Pagar a metade do valor  na entrega e o restante quando retirar as peças.
5àsec Carrefour Pirituba;14/12/18 16:56;
5àsec Guarulhos;14/12/18 16:40;Q2 : Gosto de levar minhas roupas e pelo atendimento  | Q4 : Reduzir o prazo de entrega
5àsec Teresina;14/12/18 16:39;Q2 : Equipe atenciosa e trabalho bem feito | Q4 : A loja já não comporta a clientela. Seria bom ampliar.
5àsec Portal Do Morumbi;14/12/18 16:23;
5àsec Loefgreen;14/12/18 15:50;
5àsec Avenida Atlantica;14/12/18 15:37;Q2 : Excelentes profissionais
5àsec Sun Shopping Carrao;14/12/18 15:31;
5àsec Jardim Avelino;14/12/18 15:21;
5àsec Aclimaçao;14/12/18 15:04;Q2 : Bom atendimento e profissionalismo | Q4 : A divulgação do serviço de leve e trás pelo bairro.
5àsec Wal Mart Osasco;14/12/18 14:51;Q2 : Achei demorado a entrega
5àsec Planalto Paulista;14/12/18 14:49;"Q4 : Existe uma promocao rolando.. o atendente qdo vc leva a roupa diz que tem que ser preenchido na retirada.. nao lembra qdo vc paga sobre a promocao.. vc esquece, sai da loja e perde a oportunidade.
Pq so preencher na retirada?
Pq nao lembram de vc preencher e concorrer a promoção"
